molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL03103,Cardiology,331.77,1.8,2,9
MOL03104,Neurology,355.78,3.37,3,3
MOL03105,Immunology,547.79,1.73,2,5
MOL03106,Immunology,315.37,3.05,2,6
MOL03107,Oncology,259.82,1.14,3,4
MOL03108,Immunology,493.97,2.38,1,9
MOL03109,Cardiology,263.73,1.19,5,6
MOL03110,Cardiology,328.21,2.97,3,5
MOL03111,Neurology,536.02,3.28,2,10
MOL03112,Oncology,401.32,2.09,2,1
MOL03113,Immunology,518.46,2.73,0,9
MOL03114,Oncology,285.96,3.22,1,4
MOL03115,Immunology,363.21,1.94,4,3
MOL03116,Cardiology,381.51,1.4,5,8
MOL03117,Cardiology,516.48,4.05,2,6
MOL03118,Immunology,483.37,3.38,0,3
MOL03119,Oncology,439.88,4.46,2,4
MOL03120,Neurology,465.01,3.24,0,9
MOL03121,Cardiology,380.17,3.96,2,2
MOL03122,Cardiology,542.92,1.21,5,5
MOL03123,Cardiology,454.76,4.35,2,6
MOL03124,Cardiology,363.47,2.55,0,8
MOL03125,Cardiology,474.71,2.85,5,1
MOL03126,Neurology,423.07,4.01,1,4
MOL03127,Cardiology,302.21,2.67,3,8
MOL03128,Cardiology,473.73,2.32,3,6
MOL03129,Oncology,427.16,4.59,0,9
MOL03130,Immunology,395.14,4.71,0,3
MOL03131,Cardiology,497.15,4.41,4,6
MOL03132,Cardiology,421.46,4.99,3,10
MOL03133,Immunology,482.92,3.27,1,4
MOL03134,Cardiology,505.34,4.6,4,2
MOL03135,Cardiology,284.03,1.43,5,5
MOL03136,Oncology,411.71,3.79,4,5
MOL03137,Immunology,401.53,2.62,0,8
MOL03138,Cardiology,350.8,1.6,5,1
MOL03139,Cardiology,429.99,1.96,1,4
MOL03140,Immunology,367.7,1.7,5,5
MOL03141,Neurology,548.16,2.73,2,10
MOL03142,Oncology,296.38,3.82,4,5
MOL03143,Cardiology,418.55,4.0,0,1
MOL03144,Oncology,358.34,2.71,0,10
MOL03145,Immunology,432.54,3.34,0,7
MOL03146,Cardiology,260.88,2.67,4,2
MOL03147,Oncology,411.66,4.4,1,8
MOL03148,Oncology,343.26,3.36,3,2
MOL03149,Cardiology,305.78,2.88,5,9
MOL03150,Neurology,369.6,3.04,4,8
MOL03151,Cardiology,406.18,4.96,3,6
MOL03152,Neurology,413.01,2.11,3,3
MOL03153,Neurology,525.99,2.56,4,1
MOL03154,Oncology,418.3,3.48,1,4
MOL03155,Cardiology,492.12,3.05,2,6
MOL03156,Cardiology,334.49,2.92,2,7
MOL03157,Oncology,326.37,1.2,5,7
MOL03158,Immunology,460.03,1.44,3,1
MOL03159,Neurology,534.56,1.8,5,1
MOL03160,Cardiology,517.22,4.35,4,10
MOL03161,Cardiology,344.14,4.27,0,8
MOL03162,Cardiology,297.44,2.12,1,4
MOL03163,Neurology,273.72,1.61,5,9
MOL03164,Neurology,314.77,4.32,5,7
MOL03165,Immunology,542.99,2.32,4,4
MOL03166,Immunology,319.4,2.1,1,4
MOL03167,Neurology,367.68,3.0,2,9
MOL03168,Neurology,303.08,2.21,1,6
MOL03169,Oncology,421.15,4.12,0,6
MOL03170,Cardiology,387.43,4.21,4,6
MOL03171,Cardiology,371.7,2.55,3,7
MOL03172,Oncology,535.17,2.17,2,2
MOL03173,Oncology,326.89,2.98,3,7
MOL03174,Neurology,436.33,1.05,1,7
MOL03175,Neurology,381.95,3.45,1,7
MOL03176,Cardiology,451.34,3.92,4,3
MOL03177,Cardiology,352.63,4.72,3,6
MOL03178,Cardiology,402.87,2.67,1,6
MOL03179,Immunology,548.3,4.47,5,9
MOL03180,Immunology,409.91,3.26,2,6
MOL03181,Cardiology,287.1,3.39,0,9
MOL03182,Neurology,515.41,2.55,1,7
MOL03183,Immunology,511.1,4.93,4,4
MOL03184,Cardiology,310.53,2.14,1,6
MOL03185,Cardiology,506.31,4.58,3,3
MOL03186,Oncology,501.55,3.12,0,4
MOL03187,Neurology,459.53,3.95,4,7
MOL03188,Neurology,436.68,3.78,4,7
MOL03189,Oncology,317.97,4.11,0,2
MOL03190,Neurology,389.14,2.04,5,3
MOL03191,Oncology,465.32,3.18,4,4
MOL03192,Cardiology,424.33,1.47,2,8
MOL03193,Cardiology,521.32,2.08,0,10
MOL03194,Cardiology,505.08,1.71,4,6
MOL03195,Oncology,451.44,3.28,1,3
MOL03196,Neurology,534.87,3.62,1,8
MOL03197,Neurology,418.24,4.87,0,7
MOL03198,Immunology,251.38,3.47,4,3
MOL03199,Cardiology,320.93,4.51,3,3
MOL03200,Immunology,437.04,3.94,2,9
MOL03201,Neurology,326.29,2.12,1,2
MOL03202,Cardiology,389.35,1.21,3,6
MOL03203,Neurology,418.54,2.93,0,1
MOL03204,Oncology,489.36,4.77,4,7
MOL03205,Cardiology,470.47,3.63,4,8
MOL03206,Oncology,261.54,4.6,0,1
MOL03207,Immunology,491.98,1.85,4,8
MOL03208,Immunology,431.48,2.51,4,9
MOL03209,Oncology,344.03,4.93,2,8
MOL03210,Neurology,466.52,1.02,2,8
MOL03211,Neurology,539.71,3.61,1,9
MOL03212,Cardiology,394.17,3.07,4,5
MOL03213,Neurology,416.89,1.84,2,8
MOL03214,Immunology,475.83,3.63,1,6
MOL03215,Cardiology,304.25,1.03,5,7
MOL03216,Neurology,539.45,2.85,4,3
MOL03217,Immunology,334.81,3.14,1,6
MOL03218,Cardiology,267.52,3.81,4,4
MOL03219,Neurology,343.34,2.46,1,4
MOL03220,Cardiology,538.6,4.76,3,2
MOL03221,Cardiology,479.0,4.82,1,7
MOL03222,Oncology,273.23,2.72,5,2
MOL03223,Immunology,352.81,2.49,5,6
MOL03224,Cardiology,453.68,4.24,0,1
MOL03225,Cardiology,415.61,3.56,4,7
MOL03226,Neurology,412.6,2.1,1,8
MOL03227,Immunology,391.71,1.93,5,7
MOL03228,Immunology,357.74,2.47,0,4
MOL03229,Neurology,268.0,2.91,4,4
MOL03230,Immunology,525.19,3.74,0,3
MOL03231,Cardiology,549.85,1.29,0,9
MOL03232,Immunology,452.39,3.06,1,8
MOL03233,Neurology,365.16,3.2,1,2
MOL03234,Oncology,407.39,1.14,0,9
MOL03235,Neurology,429.53,2.44,3,4
MOL03236,Neurology,538.67,1.21,0,4
MOL03237,Oncology,365.92,3.27,0,3
MOL03238,Immunology,476.95,1.83,4,3
MOL03239,Neurology,329.74,2.71,3,2
MOL03240,Oncology,549.7,1.0,5,7
MOL03241,Neurology,450.29,2.27,1,3
MOL03242,Neurology,301.06,2.3,3,5
MOL03243,Oncology,400.86,2.67,5,6
MOL03244,Cardiology,380.88,3.32,2,10
MOL03245,Oncology,525.25,1.17,0,1
MOL03246,Neurology,548.91,3.99,2,6
MOL03247,Cardiology,520.46,3.19,1,6
MOL03248,Neurology,480.39,1.71,5,7
MOL03249,Neurology,430.23,3.59,2,10
MOL03250,Immunology,481.17,1.72,1,7
MOL03251,Oncology,284.94,3.84,1,7
MOL03252,Cardiology,440.38,2.09,5,4
MOL03253,Oncology,293.43,4.44,1,2
MOL03254,Immunology,541.2,1.16,1,2
MOL03255,Cardiology,387.37,3.82,2,8
MOL03256,Immunology,482.28,4.23,2,3
MOL03257,Neurology,547.0,3.74,2,3
MOL03258,Neurology,458.12,4.75,3,6
MOL03259,Neurology,320.35,2.36,0,4
MOL03260,Immunology,463.57,4.48,5,10
MOL03261,Immunology,369.83,1.77,1,4
MOL03262,Immunology,530.13,4.51,5,3
MOL03263,Oncology,399.26,4.72,3,3
MOL03264,Oncology,495.59,2.7,4,6
MOL03265,Oncology,491.42,1.93,3,10
MOL03266,Neurology,444.55,3.6,2,3
MOL03267,Cardiology,267.37,2.43,1,1
MOL03268,Cardiology,445.4,2.82,2,2
MOL03269,Oncology,314.27,4.9,3,3
MOL03270,Cardiology,382.34,4.03,0,10
MOL03271,Immunology,312.74,2.12,3,5
MOL03272,Immunology,360.74,2.41,0,7
MOL03273,Immunology,263.44,1.21,3,6
MOL03274,Neurology,350.22,2.59,3,4
MOL03275,Neurology,526.08,4.75,4,8
MOL03276,Neurology,315.56,2.06,2,7
MOL03277,Neurology,469.01,1.93,3,9
MOL03278,Neurology,269.52,2.02,3,3
MOL03279,Cardiology,370.06,4.39,4,10
MOL03280,Immunology,339.85,1.74,5,7
MOL03281,Neurology,390.52,2.28,2,7
MOL03282,Neurology,264.93,4.27,1,3
MOL03283,Neurology,432.64,4.08,2,2
MOL03284,Neurology,440.29,2.79,3,10
MOL03285,Oncology,520.63,2.96,5,9
MOL03286,Neurology,402.93,1.7,0,4
MOL03287,Neurology,323.33,4.94,1,10
MOL03288,Neurology,428.96,2.54,2,8
MOL03289,Neurology,374.28,1.74,5,5
MOL03290,Cardiology,478.12,2.59,3,10
MOL03291,Oncology,309.06,3.81,5,1
MOL03292,Immunology,320.65,2.89,0,1
MOL03293,Oncology,506.54,3.4,4,9
MOL03294,Oncology,271.49,3.71,3,5
MOL03295,Neurology,377.32,4.05,0,10
MOL03296,Oncology,319.23,1.82,4,7
MOL03297,Immunology,426.09,1.44,5,2
MOL03298,Cardiology,295.57,4.52,3,7
MOL03299,Neurology,321.95,3.4,2,5
MOL03300,Neurology,314.85,3.86,2,1
MOL03301,Neurology,421.9,3.23,3,3
MOL03302,Cardiology,499.25,2.99,0,3
MOL03303,Immunology,511.58,3.1,2,10
MOL03304,Neurology,311.06,1.41,5,4
MOL03305,Oncology,443.95,4.82,4,1
MOL03306,Neurology,275.8,4.03,0,4
MOL03307,Oncology,375.93,4.6,1,10
MOL03308,Immunology,411.95,3.13,3,4
MOL03309,Immunology,414.57,3.62,3,9
MOL03310,Immunology,444.97,1.99,4,1
MOL03311,Immunology,400.96,4.22,0,5
MOL03312,Immunology,536.21,4.87,3,6
MOL03313,Oncology,370.27,3.71,3,5
MOL03314,Immunology,459.72,3.7,2,4
MOL03315,Immunology,430.71,3.97,2,6
MOL03316,Cardiology,291.75,1.91,1,9
MOL03317,Neurology,345.46,2.63,3,6
MOL03318,Immunology,277.07,3.29,0,9
MOL03319,Cardiology,265.96,3.62,1,7
MOL03320,Immunology,469.52,1.56,1,8
MOL03321,Oncology,283.21,1.81,5,7
MOL03322,Cardiology,504.15,2.54,4,4
MOL03323,Cardiology,371.72,4.71,1,10
MOL03324,Cardiology,451.34,2.36,4,3
MOL03325,Oncology,302.56,1.28,5,7
MOL03326,Neurology,501.73,3.12,1,2
MOL03327,Cardiology,510.23,3.07,4,3
MOL03328,Oncology,508.25,1.6,3,5
MOL03329,Oncology,295.98,1.95,1,1
MOL03330,Cardiology,281.42,3.64,4,10
MOL03331,Neurology,285.66,1.65,4,10
MOL03332,Neurology,295.54,4.64,3,10
MOL03333,Cardiology,445.03,1.03,4,1
MOL03334,Immunology,535.5,2.75,2,4
MOL03335,Cardiology,413.9,4.24,2,5
MOL03336,Neurology,531.73,4.03,5,5
MOL03337,Neurology,369.58,2.84,0,3
MOL03338,Oncology,520.97,1.91,3,5
MOL03339,Immunology,442.42,1.76,1,10
MOL03340,Cardiology,266.79,2.61,4,3
MOL03341,Cardiology,349.75,4.28,5,6
MOL03342,Immunology,417.57,2.94,0,3
MOL03343,Oncology,304.77,1.44,1,4
MOL03344,Cardiology,489.86,4.22,0,1
MOL03345,Immunology,367.39,2.08,5,4
MOL03346,Immunology,507.55,2.62,5,8
MOL03347,Cardiology,390.26,3.43,4,7
MOL03348,Oncology,361.3,2.91,4,8
MOL03349,Cardiology,504.06,2.45,5,7
MOL03350,Neurology,367.68,2.43,3,2
MOL03351,Cardiology,511.6,1.22,5,8
MOL03352,Cardiology,383.73,3.25,3,6
MOL03353,Neurology,361.13,1.76,5,3
MOL03354,Cardiology,497.41,3.14,2,2
MOL03355,Immunology,543.47,2.23,4,8
MOL03356,Immunology,319.12,3.22,4,4
MOL03357,Neurology,359.77,4.12,2,2
MOL03358,Neurology,453.42,1.42,3,6
MOL03359,Cardiology,447.46,4.07,1,4
MOL03360,Oncology,548.43,4.77,2,6
MOL03361,Oncology,258.07,2.01,2,10
MOL03362,Oncology,514.98,4.24,1,6
MOL03363,Oncology,511.81,1.91,1,4
MOL03364,Oncology,255.05,4.74,0,9
MOL03365,Oncology,310.12,2.91,5,6
MOL03366,Cardiology,396.63,2.35,0,6
MOL03367,Oncology,454.17,2.38,3,5
MOL03368,Oncology,427.53,3.3,1,2
MOL03369,Cardiology,492.8,4.12,5,4
MOL03370,Neurology,387.12,4.17,5,9
MOL03371,Neurology,361.85,2.46,0,4
MOL03372,Immunology,502.24,1.47,0,3
MOL03373,Neurology,367.8,2.06,3,1
MOL03374,Cardiology,371.62,3.63,4,6
MOL03375,Immunology,519.98,2.39,3,8
MOL03376,Neurology,378.86,3.42,4,1
MOL03377,Oncology,522.82,1.56,3,1
MOL03378,Oncology,538.78,2.88,0,3
MOL03379,Cardiology,531.38,3.12,1,5
MOL03380,Immunology,357.22,4.79,5,8
MOL03381,Cardiology,340.74,2.98,4,5
MOL03382,Oncology,412.46,2.83,3,5
MOL03383,Immunology,328.86,3.73,3,3
MOL03384,Oncology,363.43,3.64,3,2
MOL03385,Cardiology,390.18,2.91,3,1
MOL03386,Neurology,409.79,1.84,5,9
MOL03387,Cardiology,529.45,1.28,4,8
MOL03388,Immunology,258.5,2.39,1,9
MOL03389,Immunology,258.88,1.87,1,8
MOL03390,Neurology,305.32,1.23,2,4
MOL03391,Immunology,302.96,1.95,0,10
MOL03392,Neurology,362.27,4.93,4,4
MOL03393,Immunology,415.58,4.22,5,4
MOL03394,Immunology,540.47,3.02,2,4
MOL03395,Cardiology,289.3,3.95,5,4
MOL03396,Cardiology,482.81,3.66,2,10
MOL03397,Neurology,399.87,4.74,3,8
MOL03398,Cardiology,263.97,4.32,5,3
MOL03399,Oncology,302.82,1.55,1,1
MOL03400,Cardiology,262.33,4.37,5,6
MOL03401,Oncology,289.08,2.95,0,5
MOL03402,Oncology,416.23,3.68,0,8
MOL03403,Immunology,303.54,4.98,1,5
MOL03404,Oncology,330.69,1.58,5,1
MOL03405,Immunology,453.11,4.97,3,6
MOL03406,Neurology,329.75,4.17,0,5
MOL03407,Cardiology,496.59,2.39,4,9
MOL03408,Immunology,526.8,1.26,2,3
MOL03409,Neurology,529.79,2.73,0,4
MOL03410,Oncology,453.23,3.09,5,9
MOL03411,Immunology,379.05,2.4,2,10
MOL03412,Oncology,369.24,3.29,5,8
MOL03413,Immunology,387.26,3.45,3,2
MOL03414,Cardiology,527.62,2.83,2,9
MOL03415,Oncology,338.58,4.16,4,3
MOL03416,Cardiology,277.52,1.55,5,4
MOL03417,Cardiology,514.14,4.74,5,5
MOL03418,Immunology,445.83,3.63,0,5
MOL03419,Cardiology,356.17,3.6,3,7
MOL03420,Immunology,307.74,2.8,4,4
MOL03421,Immunology,459.61,2.97,0,1
MOL03422,Neurology,507.85,4.98,4,2
MOL03423,Oncology,477.78,3.11,0,4
MOL03424,Cardiology,265.08,1.14,4,2
MOL03425,Neurology,493.26,3.04,2,10
MOL03426,Immunology,339.76,2.64,0,8
MOL03427,Immunology,449.38,2.57,4,10
MOL03428,Immunology,307.79,4.84,1,4
MOL03429,Oncology,484.43,2.52,0,9
MOL03430,Oncology,266.98,1.85,2,5
MOL03431,Cardiology,325.19,4.23,4,10
MOL03432,Neurology,253.61,2.92,4,4
MOL03433,Oncology,376.54,1.84,0,6
MOL03434,Oncology,390.7,1.16,2,4
MOL03435,Cardiology,302.99,1.03,1,10
MOL03436,Immunology,491.99,3.03,5,1
MOL03437,Immunology,500.13,4.21,2,1
MOL03438,Neurology,251.08,2.04,1,2
MOL03439,Immunology,500.83,4.56,1,1
MOL03440,Immunology,350.92,3.09,5,7
MOL03441,Cardiology,446.13,2.59,0,5
MOL03442,Oncology,489.92,3.6,5,2
MOL03443,Cardiology,541.79,3.76,2,6
MOL03444,Immunology,541.9,3.67,0,6
MOL03445,Cardiology,334.25,4.33,4,3
MOL03446,Neurology,321.5,3.19,1,8
MOL03447,Cardiology,302.8,1.05,1,6
MOL03448,Oncology,250.1,3.62,2,8
MOL03449,Neurology,365.85,3.44,4,10
MOL03450,Cardiology,453.17,2.18,1,7
MOL03451,Cardiology,317.47,1.99,2,7
MOL03452,Neurology,355.29,1.8,1,2
MOL03453,Immunology,314.09,1.75,0,6
MOL03454,Neurology,439.26,4.04,4,9
MOL03455,Oncology,312.62,2.56,0,5
MOL03456,Oncology,350.44,3.23,2,5
MOL03457,Neurology,338.59,3.64,0,3
MOL03458,Oncology,375.51,2.63,5,4
MOL03459,Cardiology,435.43,4.17,2,1
MOL03460,Immunology,398.07,3.43,2,5
MOL03461,Immunology,344.41,4.15,1,5
MOL03462,Neurology,430.68,2.41,1,7
MOL03463,Cardiology,301.1,1.39,2,6
MOL03464,Immunology,495.77,4.23,3,3
MOL03465,Neurology,462.05,1.36,5,7
MOL03466,Immunology,429.47,2.18,5,7
MOL03467,Immunology,313.33,1.96,5,1
MOL03468,Immunology,391.3,1.74,5,6
MOL03469,Immunology,263.29,4.28,0,1
MOL03470,Oncology,288.04,1.65,0,3
MOL03471,Oncology,442.93,1.91,5,9
MOL03472,Cardiology,542.14,3.23,4,10
MOL03473,Neurology,271.56,4.91,3,9
MOL03474,Oncology,271.09,4.68,4,8
MOL03475,Neurology,339.57,2.09,0,1
MOL03476,Cardiology,361.51,2.55,0,8
MOL03477,Immunology,339.22,3.46,4,4
MOL03478,Immunology,511.36,1.75,4,9
MOL03479,Cardiology,384.29,1.19,4,3
MOL03480,Oncology,312.42,1.85,0,3
MOL03481,Cardiology,434.95,1.28,0,1
MOL03482,Neurology,359.66,2.65,5,4
MOL03483,Cardiology,342.77,2.66,3,3
MOL03484,Cardiology,430.95,1.44,2,6
MOL03485,Oncology,410.44,3.9,3,5
MOL03486,Neurology,479.46,4.81,4,9
MOL03487,Neurology,360.24,3.77,0,8
MOL03488,Neurology,302.38,2.49,3,4
MOL03489,Neurology,516.31,4.42,5,8
MOL03490,Oncology,355.58,2.36,4,1
MOL03491,Neurology,376.75,4.73,0,1
MOL03492,Oncology,454.54,2.95,2,3
MOL03493,Cardiology,332.34,3.73,0,7
MOL03494,Oncology,441.38,2.92,5,10
MOL03495,Cardiology,502.69,4.34,1,2
MOL03496,Immunology,354.03,1.43,4,2
MOL03497,Immunology,408.43,4.97,5,1
MOL03498,Immunology,275.32,3.27,0,6
MOL03499,Neurology,448.75,1.31,0,10
MOL03500,Oncology,290.93,3.06,5,3
MOL03501,Cardiology,489.01,3.06,2,5
MOL03502,Cardiology,400.33,1.8,4,7
MOL03503,Cardiology,312.49,1.84,5,3
MOL03504,Immunology,266.03,2.74,3,8
MOL03505,Oncology,535.98,1.61,4,4
MOL03506,Neurology,305.34,4.29,0,6
MOL03507,Oncology,357.58,4.06,1,10
MOL03508,Cardiology,534.67,3.84,0,3
MOL03509,Cardiology,468.79,2.73,2,1
MOL03510,Oncology,449.9,4.79,5,10
MOL03511,Cardiology,297.71,2.4,4,9
MOL03512,Cardiology,487.3,1.21,3,4
MOL03513,Cardiology,512.76,1.7,3,5
MOL03514,Immunology,419.94,1.14,5,8
MOL03515,Immunology,504.1,2.57,5,3
MOL03516,Cardiology,356.69,3.0,4,1
MOL03517,Cardiology,492.54,4.46,5,2
MOL03518,Immunology,446.84,2.72,3,4
MOL03519,Cardiology,408.72,3.19,5,8
MOL03520,Oncology,544.68,1.65,3,5
MOL03521,Oncology,456.4,1.42,0,1
MOL03522,Immunology,541.33,3.66,1,2
MOL03523,Cardiology,374.11,1.75,2,7
MOL03524,Cardiology,463.52,2.25,2,3
MOL03525,Neurology,412.97,4.88,3,6
MOL03526,Neurology,549.48,1.46,0,9
MOL03527,Cardiology,422.37,1.32,2,3
MOL03528,Neurology,330.35,4.36,0,7
MOL03529,Oncology,429.87,2.9,1,5
MOL03530,Oncology,371.48,2.25,2,1
MOL03531,Neurology,462.13,1.67,1,10
MOL03532,Immunology,418.26,2.59,5,1
MOL03533,Oncology,435.81,2.84,2,1
MOL03534,Immunology,498.82,1.87,1,10
MOL03535,Cardiology,305.84,4.05,1,6
MOL03536,Immunology,479.6,2.17,4,3
MOL03537,Immunology,400.49,4.84,2,5
MOL03538,Immunology,515.09,2.55,0,10
MOL03539,Immunology,519.86,1.05,4,4
MOL03540,Cardiology,333.72,3.06,4,1
MOL03541,Oncology,424.6,4.98,1,3
MOL03542,Oncology,498.18,2.68,0,9
MOL03543,Immunology,253.41,1.77,5,1
MOL03544,Neurology,360.87,3.7,4,7
MOL03545,Cardiology,435.41,3.08,2,9
MOL03546,Immunology,285.91,2.12,2,7
MOL03547,Immunology,357.66,2.59,2,7
MOL03548,Immunology,480.4,4.56,1,2
MOL03549,Oncology,359.96,2.12,0,2
MOL03550,Immunology,496.96,1.48,4,5
MOL03551,Neurology,318.86,4.03,5,7
MOL03552,Oncology,525.5,3.09,2,2
MOL03553,Oncology,417.59,4.29,5,5
MOL03554,Immunology,417.52,4.39,1,8
MOL03555,Oncology,411.95,2.92,3,9
MOL03556,Cardiology,295.3,3.13,2,5
MOL03557,Cardiology,424.04,4.38,1,8
MOL03558,Neurology,374.15,2.55,2,1
MOL03559,Immunology,300.8,1.27,3,2
MOL03560,Immunology,542.1,1.84,5,3
MOL03561,Cardiology,273.31,2.66,4,9
MOL03562,Oncology,321.85,2.59,5,6
MOL03563,Oncology,476.17,2.8,2,4
MOL03564,Cardiology,293.3,1.79,1,5
MOL03565,Cardiology,289.14,3.52,0,2
MOL03566,Oncology,387.77,4.98,3,3
MOL03567,Immunology,478.03,2.53,0,2
MOL03568,Immunology,397.2,3.82,5,4
MOL03569,Oncology,474.63,4.74,3,7
MOL03570,Neurology,439.9,4.02,4,5
MOL03571,Immunology,485.24,1.51,1,5
MOL03572,Oncology,533.18,1.41,5,3
MOL03573,Oncology,399.27,4.11,0,3
MOL03574,Oncology,455.35,4.54,4,8
MOL03575,Cardiology,345.41,1.28,2,8
MOL03576,Oncology,499.96,4.29,4,7
MOL03577,Neurology,541.58,2.7,5,8
MOL03578,Neurology,292.94,1.84,2,4
MOL03579,Cardiology,374.94,4.27,4,4
MOL03580,Neurology,276.52,2.58,5,6
MOL03581,Immunology,347.3,2.48,5,7
MOL03582,Cardiology,372.44,3.04,1,1
MOL03583,Oncology,369.46,4.29,2,6
MOL03584,Oncology,461.62,2.36,0,1
MOL03585,Oncology,530.57,3.54,3,9
MOL03586,Neurology,529.97,1.15,4,2
MOL03587,Neurology,311.55,4.19,5,5
MOL03588,Neurology,339.56,3.08,2,9
MOL03589,Neurology,502.08,4.1,2,8
MOL03590,Neurology,266.56,4.27,4,9
MOL03591,Cardiology,412.52,2.52,3,4
MOL03592,Cardiology,302.81,3.46,2,4
MOL03593,Neurology,319.34,1.74,0,6
MOL03594,Immunology,299.28,4.96,4,9
MOL03595,Oncology,359.41,3.36,0,6
MOL03596,Immunology,351.42,1.52,5,6
MOL03597,Immunology,419.03,2.02,0,2
MOL03598,Cardiology,273.6,2.08,4,2
MOL03599,Cardiology,260.45,4.44,0,5
MOL03600,Immunology,493.67,3.86,4,6
MOL03601,Neurology,513.59,2.43,4,10
MOL03602,Oncology,378.74,3.85,4,10
MOL03603,Oncology,336.23,3.95,1,6
MOL03604,Neurology,507.85,4.7,0,10
MOL03605,Neurology,291.54,2.84,1,5
MOL03606,Immunology,531.59,3.54,5,3
MOL03607,Oncology,380.19,2.72,5,10
MOL03608,Cardiology,492.08,3.57,4,6
MOL03609,Immunology,310.83,3.8,3,9
MOL03610,Neurology,407.06,2.59,2,10
MOL03611,Neurology,335.15,1.74,1,10
MOL03612,Oncology,526.21,3.28,5,3
MOL03613,Neurology,253.59,1.29,5,4
MOL03614,Immunology,321.51,4.35,4,6
MOL03615,Neurology,487.06,2.37,4,9
MOL03616,Immunology,526.99,4.86,3,8
MOL03617,Cardiology,280.18,4.2,2,9
MOL03618,Immunology,466.81,2.36,5,7
MOL03619,Cardiology,383.28,1.93,1,1
MOL03620,Neurology,459.31,2.84,4,2
MOL03621,Neurology,345.36,4.94,3,8
MOL03622,Oncology,447.94,1.95,0,1
MOL03623,Cardiology,265.1,3.13,5,2
MOL03624,Oncology,279.24,3.31,0,3
MOL03625,Neurology,426.2,3.8,3,6
MOL03626,Oncology,308.93,4.65,1,9
MOL03627,Cardiology,421.81,2.15,5,6
MOL03628,Cardiology,445.5,4.22,4,2
MOL03629,Immunology,313.11,2.26,4,7
MOL03630,Neurology,481.32,1.81,1,2
MOL03631,Oncology,420.83,1.45,2,2
MOL03632,Immunology,329.19,3.02,1,1
MOL03633,Oncology,370.39,1.51,2,3
MOL03634,Immunology,306.17,3.56,0,4
MOL03635,Cardiology,528.47,1.06,5,3
MOL03636,Immunology,488.47,4.13,5,4
MOL03637,Immunology,250.78,4.97,3,9
MOL03638,Immunology,377.07,3.59,4,1
MOL03639,Cardiology,425.8,3.56,5,2
MOL03640,Oncology,418.54,4.9,2,3
MOL03641,Oncology,384.25,1.68,5,9
MOL03642,Oncology,316.07,2.44,0,4
MOL03643,Oncology,538.57,2.52,5,8
MOL03644,Cardiology,344.9,4.23,4,9
MOL03645,Neurology,464.48,4.95,5,1
MOL03646,Immunology,256.33,4.29,5,10
MOL03647,Neurology,361.65,1.27,0,7
MOL03648,Immunology,479.24,1.07,3,6
MOL03649,Oncology,424.03,2.54,1,1
MOL03650,Neurology,419.35,2.59,2,6
MOL03651,Oncology,270.84,4.61,1,2
MOL03652,Cardiology,381.59,3.21,5,7
MOL03653,Cardiology,520.37,1.98,3,4
MOL03654,Immunology,459.64,1.57,4,7
MOL03655,Oncology,288.99,3.87,4,9
MOL03656,Cardiology,391.54,3.21,5,1
MOL03657,Oncology,256.82,4.24,0,2
MOL03658,Cardiology,481.14,2.12,5,8
MOL03659,Cardiology,545.34,3.17,0,4
MOL03660,Cardiology,468.08,3.88,2,5
MOL03661,Neurology,272.38,4.04,0,5
MOL03662,Immunology,336.12,3.82,4,7
MOL03663,Immunology,519.86,4.17,4,3
MOL03664,Immunology,252.91,3.18,3,4
MOL03665,Cardiology,348.09,2.13,5,8
MOL03666,Oncology,466.17,3.24,5,9
MOL03667,Immunology,351.96,3.01,1,7
MOL03668,Immunology,540.84,2.77,3,9
MOL03669,Oncology,386.55,3.34,0,1
MOL03670,Cardiology,280.07,2.3,3,3
MOL03671,Neurology,507.59,4.5,1,10
MOL03672,Neurology,541.07,4.45,3,5
MOL03673,Neurology,306.28,4.11,3,5
MOL03674,Oncology,416.43,3.23,3,1
MOL03675,Cardiology,501.89,2.48,0,6
MOL03676,Cardiology,477.21,4.38,2,6
MOL03677,Immunology,532.0,2.98,4,4
MOL03678,Cardiology,526.99,1.47,2,7
MOL03679,Immunology,315.58,3.1,4,1
MOL03680,Neurology,295.81,2.44,2,8
MOL03681,Oncology,289.7,3.96,3,1
MOL03682,Cardiology,536.17,4.06,4,7
MOL03683,Cardiology,342.19,1.23,0,8
MOL03684,Immunology,252.0,2.32,0,2
MOL03685,Oncology,504.57,2.15,5,8
MOL03686,Oncology,519.43,1.52,5,5
MOL03687,Oncology,311.7,3.8,2,10
MOL03688,Neurology,273.97,4.88,4,3
MOL03689,Neurology,464.94,1.71,3,9
MOL03690,Neurology,443.71,1.18,3,6
MOL03691,Neurology,287.87,1.65,2,2
MOL03692,Oncology,462.09,1.01,4,4
MOL03693,Cardiology,526.67,1.25,4,7
MOL03694,Oncology,406.08,3.59,5,5
MOL03695,Cardiology,256.79,4.85,1,4
MOL03696,Immunology,489.73,3.26,1,2
MOL03697,Neurology,410.27,1.53,2,3
MOL03698,Oncology,437.46,1.12,3,2
MOL03699,Immunology,472.7,2.88,2,1
MOL03700,Oncology,463.79,3.49,1,2
MOL03701,Immunology,398.77,3.96,1,7
